State,County Name,Population
PA,Mercer County,108545
PA,Mifflin County,46064
PA,Monroe County,170154
PA,Montgomery County,833869
PA,Montour County,18042
PA,Northampton County,305892
PA,Northumberland County,90258
PA,Perry County,46212
PA,Philadelphia County,1578487
PA,Pike County,56072
PA,Potter County,16453
PA,Schuylkill County,140709
PA,Snyder County,40317
PA,Somerset County,72916
PA,Sullivan County,5913
PA,Susquehanna County,40006
PA,Tioga County,40381
PA,Union County,44294
PA,Venango County,50328
PA,Warren County,38911
PA,Washington County,206803
PA,Wayne County,51163
PA,Westmoreland County,347087
PA,Wyoming County,26557
PA,York County,450448
RI,Bristol County,48350
RI,Kent County,164646
RI,Newport County,81836
RI,Providence County,636547
RI,Washington County,125746
SC,Abbeville County,24404
SC,Aiken County,172895
SC,Allendale County,8331
SC,Anderson County,204353
SC,Bamberg County,13906
SC,Barnwell County,20805
SC,Beaufort County,195656
SC,Berkeley County,235987
SC,Calhoun County,14554
SC,Charleston County,417981
SC,Cherokee County,57316
SC,Chester County,32232
SC,Chesterfield County,45606
SC,Clarendon County,33415
SC,Colleton County,37481
SC,Darlington County,66509
SC,Dillon County,30367
SC,Dorchester County,165737
SC,Edgefield County,27120
SC,Fairfield County,22059
SC,Florence County,137588
SC,Georgetown County,63353
SC,Greenville County,532486
SC,Greenwood County,71074
SC,Hampton County,18053
SC,Horry County,365449
SC,Jasper County,31588
SC,Kershaw County,67472
SC,Lancaster County,100926
SC,Laurens County,67883
SC,Lee County,16701
SC,Lexington County,303946
SC,Marion County,30158
SC,Marlboro County,25581
SC,McCormick County,9430
SC,Newberry County,38445
SC,Oconee County,80015
SC,Orangeburg County,85343
SC,Pickens County,127983
SC,Richland County,419051
SC,Saluda County,20315
SC,Spartanburg County,326205
SC,Sumter County,106360
SC,Union County,26991
SC,Williamsburg County,29825
SC,York County,289105
SD,Aurora County,2730
SD,Beadle County,18513
SD,Bennett County,3399
SD,Bon Homme County,6848
SD,Brookings County,35603
SD,Brown County,38738
SD,Brule County,5254
SD,Buffalo County,1956
SD,Butte County,10538
SD,Campbell County,1380
SD,Charles Mix County,9262
SD,Clark County,3802
SD,Clay County,14246
SD,Codington County,28186
SD,Corson County,4031
SD,Custer County,9017
SD,Davison County,19812
SD,Day County,5345
SD,Deuel County,4346
SD,Dewey County,5789
SD,Douglas County,2906
SD,Edmunds County,3817
SD,Fall River County,6708
SD,Faulk County,2306
SD,Grant County,7000
SD,Gregory County,4219
SD,Haakon County,1861
SD,Hamlin County,6234
SD,Hand County,3127
SD,Hanson County,3489
SD,Harding County,1311
SD,Hughes County,17336
SD,Hutchinson County,7282
SD,Hyde County,1281
SD,Jackson County,3321
SD,Jerauld County,1985
SD,Jones County,938
SD,Kingsbury County,4987
SD,Lake County,12488
SD,Lawrence County,26221
SD,Lincoln County,63019
SD,Lyman County,3797
SD,Marshall County,4884
SD,McCook County,5520
SD,McPherson County,2363
SD,Meade County,28588
SD,Mellette County,2089
SD,Miner County,2202
SD,Minnehaha County,196659
SD,Moody County,6525
SD,Oglala Lakota County,14070
SD,Pennington County,115926
SD,Perkins County,2832
SD,Potter County,2163
SD,Roberts County,10331
SD,Sanborn County,2322
SD,Spink County,6319
SD,Stanley County,3121
SD,Sully County,1391
SD,Todd County,10313
SD,Tripp County,5377
SD,Turner County,8368
SD,Union County,16192
SD,Walworth County,5336
SD,Yankton County,22742
SD,Ziebach County,2656
TN,Anderson County,77558
TN,Bedford County,50179
TN,Benton County,16131
TN,Bledsoe County,15223
TN,Blount County,134751
TN,Bradley County,109071
TN,Campbell County,39837
TN,Cannon County,14847
TN,Carroll County,27779
TN,Carter County,56418
TN,Cheatham County,41101
TN,Chester County,17432
TN,Claiborne County,32023
TN,Clay County,7629
TN,Cocke County,36225
TN,Coffee County,57632
TN,Crockett County,14180
TN,Cumberland County,61603
TN,Davidson County,694176
TN,Decatur County,11601
TN,DeKalb County,20837
TN,Dickson County,54376
TN,Dyer County,36693
TN,Fayette County,41620
TN,Fentress County,18787
TN,Franklin County,42485
TN,Gibson County,49159
TN,Giles County,29530
TN,Grainger County,23565
TN,Greene County,69571
TN,Grundy County,13485
TN,Hamblen County,65110
TN,Hamilton County,371662
TN,Hancock County,6493
TN,Hardeman County,24836
TN,Hardin County,25583
TN,Hawkins County,56775
TN,Haywood County,17002
TN,Henderson County,28076
TN,Henry County,32056
TN,Hickman County,25387
TN,Houston County,8292
TN,Humphreys County,18590
TN,Jackson County,11864
TN,Jefferson County,55307
TN,Johnson County,17849
TN,Knox County,475609
TN,Lake County,6988
TN,Lauderdale County,25451
TN,Lawrence County,44432
TN,Lewis County,12363
TN,Lincoln County,34540
TN,Loudon County,54910
TN,Macon County,24827
TN,Madison County,98360
TN,Marion County,28924
TN,Marshall County,35016
TN,Maury County,99590
TN,McMinn County,54208
TN,McNairy County,25696
TN,Meigs County,12532
TN,Monroe County,47177
TN,Montgomery County,214251
TN,Moore County,6438
TN,Morgan County,21431
TN,Obion County,30131
TN,Overton County,22566
TN,Perry County,8099
TN,Pickett County,5061
TN,Polk County,16835
TN,Putnam County,80929
TN,Rhea County,33443
TN,Roane County,53841
TN,Robertson County,72275
TN,Rutherford County,339261
TN,Scott County,22090
TN,Sequatchie County,15176
TN,Sevier County,99244
TN,Shelby County,936017
TN,Smith County,20285
TN,Stewart County,13859
TN,Sullivan County,158755
TN,Sumner County,195561
TN,Tipton County,61918
TN,Trousdale County,11455
TN,Unicoi County,17755
TN,Union County,20187
TN,Van Buren County,5947
TN,Warren County,41605
TN,Washington County,130367
TN,Wayne County,16524
TN,Weakley County,33334
TN,White County,27707
TN,Williamson County,245348
TN,Wilson County,148130
TX,Anderson County,57805
TX,Andrews County,18879
TX,Angelina County,86796
TX,Aransas County,23814
TX,Archer County,8730
TX,Armstrong County,1869
TX,Atascosa County,51724
TX,Austin County,29972
TX,Bailey County,6697
TX,Bandera County,23861
TX,Bastrop County,91601
TX,Baylor County,3518
TX,Bee County,32513
TX,Bell County,369927
TX,Bexar County,2026823
TX,Blanco County,12269
TX,Borden County,706
TX,Bosque County,18603
TX,Bowie County,93481
TX,Brazoria County,380518
TX,Brazos County,232555
TX,Brewster County,9237
TX,Briscoe County,1487
TX,Brooks County,6964
TX,Brown County,37633
TX,Burleson County,18514
TX,Burnet County,49653
TX,Caldwell County,43979
TX,Calhoun County,21001
TX,Callahan County,14110
TX,Cameron County,424180
TX,Camp County,13060
TX,Carson County,5854
TX,Cass County,29879
TX,Castro County,7396
TX,Chambers County,45590
TX,Cherokee County,52875
TX,Childress County,7143
TX,Clay County,10550
TX,CO County,21610
TX,Cochran County,2897
TX,Coke County,3323
TX,Coleman County,8100
TX,Collin County,1072069
TX,Collingsworth County,2877
TX,Comal County,164812
TX,Comanche County,13750
TX,Concho County,2827
TX,Cooke County,41393
TX,Coryell County,76737
TX,Cottle County,1363
TX,Crane County,4765
TX,Crockett County,3513
TX,Crosby County,5567
TX,Culberson County,2149
TX,Dallam County,7273
TX,Dallas County,2635888
TX,Dawson County,12974
TX,Deaf Smith County,18277
TX,Delta County,5349
TX,Denton County,919324
TX,DeWitt County,20174
TX,Dickens County,2140
TX,Dimmit County,9925
TX,Donley County,3308
TX,Duval County,11058
TX,Eastland County,18388
TX,Ector County,167701
TX,Edwards County,1923
TX,El Paso County,841286
TX,Ellis County,191760
TX,Erath County,43224
TX,Falls County,17275
TX,Fannin County,35913
TX,Fayette County,25547
TX,Fisher County,3784
TX,Floyd County,5672
TX,Foard County,1135
TX,Fort Bend County,839706
TX,Franklin County,10821
TX,Freestone County,19874
TX,Frio County,20379
TX,Gaines County,21996
TX,Galveston County,345089
TX,Garza County,6222
TX,Gillespie County,26960
TX,Glasscock County,1439
TX,Goliad County,7626
TX,Gonzales County,20948
TX,Gray County,21658
TX,Grayson County,138318
TX,Gregg County,124229
TX,Grimes County,29614
TX,Guadalupe County,170608
TX,Hale County,32754
TX,Hall County,2939
TX,Hamilton County,8557
TX,Hansford County,5279
TX,Hardeman County,4011
TX,Hardin County,58305
TX,Harris County,4738253
TX,Harrison County,66386
TX,Hartley County,5443
TX,Haskell County,5754
TX,Hays County,241365
TX,Hemphill County,3777
TX,Henderson County,83792
TX,Hidalgo County,875200
TX,Hill County,37006
TX,Hockley County,22921
TX,Hood County,63527
TX,Hopkins County,37170
TX,Houston County,22835
TX,Howard County,36540
TX,Hudspeth County,4906
TX,Hunt County,99807
TX,Hutchinson County,20677
TX,Irion County,1564
TX,Jack County,9056
TX,Jackson County,14854
TX,Jasper County,35375
TX,Jeff Davis County,2220
TX,Jefferson County,250127
TX,Jim Hogg County,5184
TX,Jim Wells County,40452
TX,Johnson County,179575
TX,Jones County,19875
TX,Karnes County,15562
TX,Kaufman County,143198
TX,Kendall County,48523
TX,Kenedy County,379
TX,Kent County,786
TX,Kerr County,52869
TX,Kimble County,4396
TX,King County,283
TX,Kinney County,3670
TX,Kleberg County,30338
TX,Knox County,3683
TX,La Salle County,7500
TX,Lamar County,49905
TX,Lamb County,12710
TX,Lampasas County,21789
TX,Lavaca County,20216
TX,Lee County,17397
TX,Leon County,17493
TX,Liberty County,91547
TX,Limestone County,23340
TX,Lipscomb County,3111
TX,Live Oak County,12324
TX,Llano County,21958
TX,Loving County,181
TX,Lubbock County,314772
TX,Lynn County,6025
TX,Madison County,14427
TX,Marion County,9960
TX,Martin County,5816
TX,Mason County,4344
TX,Matagorda County,36725
TX,Maverick County,58378
TX,McCulloch County,7823
TX,McLennan County,259730
TX,McMullen County,721
TX,Medina County,52358
TX,Menard County,2124
TX,Midland County,177863
TX,Milam County,24708
TX,Mills County,4840
TX,Mitchell County,8202
TX,Montague County,19962
TX,Montgomery County,626351
TX,Moore County,20654
TX,Morris County,12393
TX,Motley County,1185
TX,Nacogdoches County,64753
TX,Navarro County,50694
TX,Newton County,13414
TX,Nolan County,14835
TX,Nueces County,363148
TX,Ochiltree County,9598
TX,Oldham County,2135
TX,Orange County,82878
TX,Palo Pinto County,29320
TX,Panola County,23187
TX,Parker County,148198
TX,Parmer County,9522
TX,Pecos County,15718
TX,Polk County,52995
TX,Potter County,116004
TX,Presidio County,6508
TX,Rains County,12552
TX,Randall County,139899
TX,Reagan County,3833
TX,Real County,3411
TX,Red River County,11995
TX,Reeves County,15949
TX,Refugio County,6877
TX,Roberts County,813
TX,Robertson County,17155
TX,Rockwall County,109888
TX,Runnels County,10401
TX,Rusk County,54324
TX,Sabine County,10507
TX,San Augustine County,8248
TX,San Jacinto County,29301
TX,San Patricio County,67069
TX,San Saba County,6039
TX,Schleicher County,2761
TX,Scurry County,16662
TX,Shackelford County,3300
TX,Shelby County,24915
TX,Sherman County,3027
TX,Smith County,235806
TX,Somervell County,9139
TX,Starr County,64266
TX,Stephens County,9334
TX,Sterling County,1315
TX,Stonewall County,1348
TX,Sutton County,3738
TX,Swisher County,7340
TX,Tarrant County,2123347
TX,Taylor County,139200
TX,Terrell County,702
TX,Terry County,12183
TX,Throckmorton County,1487
TX,Titus County,32926
TX,Tom Green County,120010
TX,Travis County,1300503
TX,Trinity County,14883
TX,Tyler County,21591
TX,Upshur County,42166
TX,Upton County,3623
TX,Uvalde County,26742
TX,Val Verde County,49028
TX,Van Zandt County,57533
TX,Victoria County,91936
TX,Walker County,72164
TX,Waller County,57452
TX,Ward County,12097
TX,Washington County,35771
TX,Webb County,277681
TX,Wharton County,41685
TX,Wheeler County,4946
TX,Wichita County,133205
TX,Wilbarger County,12552
TX,Willacy County,21161
TX,Williamson County,617855
TX,Wilson County,52023
TX,Winkler County,7887
TX,Wise County,71084
TX,Wood County,46291
TX,Yoakum County,8702
TX,Young County,17904
TX,Zapata County,14172
TX,Zavala County,11840
UT,Beaver County,6761
UT,Box Elder County,57007
UT,Cache County,130004
UT,Carbon County,20760
UT,Daggett County,1026
UT,Davis County,359232
UT,Duchesne County,19894
UT,Emery County,10147
UT,Garfield County,5050
UT,Grand County,9796
UT,Iron County,56814
UT,Juab County,12122
UT,Kane County,7914
UT,Millard County,13327
UT,Morgan County,12462
UT,Piute County,1473
UT,Rich County,2452
UT,Salt Lake County,1165517
UT,San Juan County,15278
UT,Sanpete County,31393
UT,Sevier County,21780
UT,Summit County,42499
UT,Tooele County,74512
UT,Uintah County,35970
UT,Utah County,651059
UT,Wasatch County,35300
UT,Washington County,184913
UT,Wayne County,2759
UT,Weber County,262658
VA,Accomack County,32238
VA,Albemarle County,110652
VA,Alexandria city,158726
VA,Alleghany County,14701
VA,Amelia County,13014
VA,Amherst County,31667
VA,Appomattox County,16043
VA,Arlington County,240119
VA,Augusta County,76544
VA,Bath County,4119
VA,Bedford County,79811
VA,Bland County,6239
VA,Botetourt County,33633
VA,Bristol city,17329
VA,Brunswick County,16037
VA,Buchanan County,20613
VA,Buckingham County,17168
VA,Buena Vista city,6402
VA,Campbell County,55304
VA,Caroline County,30860
VA,Carroll County,30074
VA,Charles City County,6821
VA,Charlotte County,11820
VA,Charlottesville city,46950
VA,Chesapeake city,247011
VA,Chesterfield County,358245
VA,Clarke County,14622
VA,Colonial Heights city,17205
VA,Covington city,5639
VA,Craig County,5077
VA,Culpeper County,53569
VA,Cumberland County,9933
VA,Danville city,39869
VA,Dickenson County,14078
VA,Dinwiddie County,28688
VA,Emporia city,5257
VA,Essex County,10943
VA,Fairfax city,23429
VA,Fairfax County,1150847
VA,Falls Church city,14631
VA,Fauquier County,71361
VA,Floyd County,15777
VA,Fluvanna County,27422
VA,Franklin city,7833
VA,Franklin County,56167
VA,Frederick County,91119
VA,Fredericksburg city,29492
VA,Galax city,6296
VA,Giles County,16663
VA,Gloucester County,37459
VA,Goochland County,24431
VA,Grayson County,15493
VA,Greene County,20131
VA,Greensville County,11280
VA,Halifax County,33633
VA,Hampton city,135464
VA,Hanover County,108262
VA,Harrisonburg city,53204
VA,Henrico County,333766
VA,Henry County,50309
VA,Highland County,2200
VA,Hopewell city,22375
VA,Isle of Wight County,37725
VA,James City County,77612
VA,King and Queen County,6942
VA,King George County,27381
VA,King William County,17641
VA,Lancaster County,10618
VA,Lee County,23238
VA,Lexington city,7279
VA,Loudoun County,422784
VA,Louisa County,38132
VA,Lunenburg County,12267
VA,Lynchburg city,81561
VA,Madison County,13312
VA,Manassas city,40869
VA,Manassas Park city,18004
VA,Martinsville city,12355
VA,Mathews County,8766
VA,Mecklenburg County,30679
VA,Middlesex County,10569
VA,Montgomery County,98391
VA,Nelson County,14755
VA,New Kent County,23648
VA,Newport News city,179062
VA,Norfolk city,242803
VA,Northampton County,11673
VA,Northumberland County,12069
VA,Norton city,3985
VA,Nottoway County,15160
VA,Orange County,37695
VA,Page County,23933
VA,Patrick County,17493
VA,Petersburg city,30446
VA,Pittsylvania County,59850
VA,Poquoson city,12257
VA,Portsmouth city,95094
VA,Powhatan County,30148
VA,Prince Edward County,23006
VA,Prince George County,38686
VA,Prince William County,475533
VA,Pulaski County,33935
VA,Radford city,18255
VA,Rappahannock County,7260
VA,Richmond city,232226
VA,Richmond County,9071
VA,Roanoke city,99058
VA,Roanoke County,94509
VA,Rockbridge County,22757
VA,Rockingham County,82346
VA,Russell County,26647
VA,Salem city,25340
VA,Scott County,21629
VA,Shenandoah County,43905
VA,Smyth County,30090
VA,Southampton County,17636
VA,Spotsylvania County,138449
VA,Stafford County,156748
VA,Staunton city,25190
VA,Suffolk city,93913
VA,Surry County,6385
VA,Sussex County,10925
VA,Tazewell County,40529
VA,Virginia Beach city,451231
VA,Warren County,40475
VA,Washington County,53695
VA,Waynesboro city,22741
VA,Westmoreland County,18149
VA,Williamsburg city,15259
VA,Winchester city,27700
VA,Wise County,37206
VA,Wythe County,28620
VA,York County,69199
VT,Addison County,36851
VT,Bennington County,35338
VT,Caledonia County,29705
VT,Chittenden County,164306
VT,Essex County,6123
VT,Franklin County,49685
VT,Grand Isle County,7169
VT,Lamoille County,25341
VT,Orange County,28837
VT,Orleans County,26897
VT,Rutland County,57764
VT,Washington County,58328
VT,Windham County,42015
VT,Windsor County,54988
WA,Adams County,20027
WA,Asotin County,22820
WA,Benton County,206426
WA,Chelan County,77574
WA,Clallam County,78067
WA,Clark County,496865
WA,Columbia County,4048
WA,Cowlitz County,111371
WA,Douglas County,43560
WA,Ferry County,7759
WA,Franklin County,97075
WA,Garfield County,2290
WA,Grant County,99377
WA,Grays Harbor County,75950
WA,Island County,86014
WA,Jefferson County,32700
WA,King County,2274315
WA,Kitsap County,272787
WA,Kittitas County,49204
WA,Klickitat County,22697
WA,Lewis County,82109
WA,Lincoln County,11090
WA,Mason County,68224
WA,Okanogan County,42620
WA,Pacific County,22984
WA,Pend Oreille County,14144
WA,Pierce County,913890
WA,San Juan County,17492
WA,Skagit County,130789
WA,Skamania County,12107
WA,Snohomish County,830393
WA,Spokane County,528225
WA,Stevens County,46360
WA,Thurston County,294074
WA,Wahkiakum County,4498
WA,Walla Walla County,61292
WA,Whatcom County,231016
WA,Whitman County,49500
WA,Yakima County,251879
WI,Adams County,20498
WI,Ashland County,15415
WI,Barron County,45090
WI,Bayfield County,15242
WI,Brown County,264610
WI,Buffalo County,13033
WI,Burnett County,15557
WI,Calumet County,50209
WI,Chippewa County,64737
WI,Clark County,34720
WI,Columbia County,57668
WI,Crawford County,16021
WI,Dane County,552536
WI,Dodge County,87336
WI,Door County,27889
WI,Douglas County,43702
WI,Dunn County,45452
WI,Eau Claire County,105260
WI,Florence County,4298
WI,Fond du Lac County,102902
WI,Forest County,8960
WI,Grant County,51021
WI,Green County,36603
WI,Green Lake County,18908
WI,Iowa County,23640
WI,Iron County,5698
WI,Jackson County,20630
WI,Jefferson County,85038
WI,Juneau County,26908
WI,Kenosha County,169671
WI,Kewaunee County,20386
WI,La Crosse County,118502
WI,Lafayette County,16646
WI,Langlade County,19119
WI,Lincoln County,27566
WI,Manitowoc County,78757
WI,Marathon County,135593
WI,Marinette County,40262
WI,Marquette County,15585
WI,Menominee County,4546
WI,Milwaukee County,945016
WI,Monroe County,46582
WI,Oconto County,38383
WI,Oneida County,35751
WI,Outagamie County,188766
WI,Ozaukee County,90043
WI,Pepin County,7271
WI,Pierce County,42700
WI,Polk County,43794
WI,Portage County,71032
WI,Price County,13245
WI,Racine County,195802
WI,Richland County,17258
WI,Rock County,163084
WI,Rusk County,14022
WI,Sauk County,64449
WI,Sawyer County,16700
WI,Shawano County,40786
WI,Sheboygan County,115240
WI,St. Croix County,91838
WI,Taylor County,20318
WI,Trempealeau County,29681
WI,Vernon County,30861
WI,Vilas County,22356
WI,Walworth County,103953
WI,Washburn County,15712
WI,Washington County,136445
WI,Waukesha County,406172
WI,Waupaca County,50664
WI,Waushara County,24326
WI,Winnebago County,171631
WI,Wood County,72560
WV,Barbour County,16444
WV,Berkeley County,122125
WV,Boone County,21055
WV,Braxton County,13702
WV,Brooke County,21674
WV,Cabell County,91589
WV,Calhoun County,6945
WV,Clay County,8341
WV,Doddridge County,8368
WV,Fayette County,42062
WV,Gilmer County,7811
WV,Grant County,11510
WV,Greenbrier County,34319
WV,Hampshire County,23190
WV,Hancock County,28571
WV,Hardy County,13633
WV,Harrison County,66870
WV,Jackson County,28453
WV,Jefferson County,57486
WV,Kanawha County,176253
WV,Lewis County,15805
WV,Lincoln County,20043
WV,Logan County,31688
WV,Marion County,55962
WV,Marshall County,30103
WV,Mason County,26335
WV,McDowell County,16916
WV,Mercer County,58258
WV,Mineral County,26722
WV,Mingo County,22951
WV,Monongalia County,106819
WV,Monroe County,13229
WV,Morgan County,17873
WV,Nicholas County,24340
WV,Ohio County,41182
WV,Pendleton County,6932
WV,Pleasants County,7438
WV,Pocahontas County,8190
WV,Preston County,33380
WV,Putnam County,56428
WV,Raleigh County,72920
WV,Randolph County,28387
WV,Ritchie County,9499
WV,Roane County,13482
WV,Summers County,12444
WV,Taylor County,16699
WV,Tucker County,6816
WV,Tyler County,8533
WV,Upshur County,24230
WV,Wayne County,39054
WV,Webster County,8058
WV,Wetzel County,14904
WV,Wirt County,5705
WV,Wood County,82938
WV,WY County,20123
WY,Albany County,38950
WY,Big Horn County,11575
WY,Campbell County,46676
WY,Carbon County,14711
WY,Converse County,13804
WY,Crook County,7593
WY,Fremont County,39317
WY,Goshen County,13235
WY,Hot Springs County,4425
WY,Johnson County,8588
WY,Laramie County,100595
WY,Lincoln County,20253
WY,Natrona County,80815
WY,Niobrara County,2275
WY,Park County,29331
WY,Platte County,8578
WY,Sheridan County,30863
WY,Sublette County,9856
WY,Sweetwater County,42673
WY,Teton County,23497
WY,Uinta County,20215
WY,Washakie County,7760
WY,Weston County,6743
